,trading_item_id,pricing_date,open,high,low,mid,close,bid,ask,volume,adjustment_factor,split_adjustment_factor,dividend_adjustment,vwap
16,6179710,2011-05-24,107.57472222574,107.810275453205,106.97365536944999,107.18077975911751,107.17671849657499,107.17671849657499,107.18484102166,147200295.0,,1.0,0.8122525085,107.52598707522999
17,6179710,2011-05-25,106.74622466707,107.98084847999,106.71373456673,107.5300483377725,107.53410960031499,107.52598707522999,107.53410960031499,151102185.0,,1.0,0.8122525085,107.47725192472
18,6179710,2011-05-26,107.241698697255,108.22452423254,107.03863557013,108.0173998428725,108.0295836305,108.01333858032999,108.02146110541501,164984594.0,,1.0,0.8122525085,107.62345737625
19,6179710,2011-05-27,108.330117058645,108.736243312895,107.9961188271498,108.44789367237749,108.443832409835,108.443832409835,108.45195493492001,120921858.0,,1.0,0.8122525085,108.313872008475
20,6179710,2011-05-31,109.46727057054501,109.58910844681999,108.71187573764,109.56880213410751,109.57286339665,109.564740871565,109.57286339665,164731167.0,,1.0,0.8122525085,109.044899266125
21,6179710,2011-06-01,109.25608491833499,109.59187010534889,107.02239051996,107.09955450826749,107.11173829589501,107.095493245725,107.10361577081001,233094277.0,,1.0,0.8122525085,107.79403040303501
22,6179710,2011-06-02,107.18484102166,107.41227172404001,106.37258851316001,106.9695941069075,106.99802294470499,106.965532844365,106.97365536944999,200466729.0,,1.0,0.8122525085,106.884307593515
23,6179710,2011-06-03,105.71466398127501,106.74622466707,105.65780630568001,105.93803342111251,105.93397215856999,105.93397215856999,105.942094683655,234690124.0,,1.0,0.8122525085,106.18577043620499
24,6179710,2011-06-06,105.665928830765,105.88523700806002,104.67498077039501,104.8171249593825,104.8171249593825,104.81306369683999,104.821186221925,179951146.0,,1.0,0.8122525085,105.35727287753501
25,6179710,2011-06-07,105.34915035245,105.649683780595,104.658735720225,104.7358997085325,104.74808349616,104.73183844599,104.73996097107499,161805954.0,,1.0,0.8122525085,105.23543500126
26,6179710,2011-06-08,104.58563299446,104.934901573115,104.11452653953,104.30540587902749,104.30946714157,104.301344616485,104.30946714157,198696304.0,,1.0,0.8122525085,104.610000569715
27,6179710,2011-06-09,104.59375551954501,105.535968429405,104.34195724191001,105.07704576210251,105.1054745999,105.07298449956001,105.08110702464501,160964350.0,,1.0,0.8122525085,105.08110702464501
28,6179710,2011-06-10,104.658735720225,104.72371592090501,103.36725423171,103.59062367154749,103.6434200846,103.586562409005,103.59468493409001,238629307.0,,1.0,0.8122525085,103.70840028528
29,6179710,2011-06-13,103.878973312065,104.16326169004,103.196681204925,103.7205840729075,103.72464533545,103.71652281036499,103.72464533545,207599751.0,,1.0,0.8122525085,103.586562409005
30,6179710,2011-06-14,104.67498077039501,105.40600802804501,104.63436814497,105.0364331366775,105.04049439922,105.032371874135,105.04049439922,160570345.0,,1.0,0.8122525085,105.00800429888
31,6179710,2011-06-15,104.16326169004,105.02351832179235,102.89614777678001,103.17637489221251,103.17231362967,103.17231362967,103.180436154755,300957945.0,,1.0,0.8122525085,103.36725423171
32,6179710,2011-06-16,103.20480373001,103.943953512745,102.60373687372,103.40380559459251,103.39974433204999,103.39974433204999,103.407866857135,308038426.0,,1.0,0.8122525085,103.066720803565
33,6179710,2011-06-17,104.426310546118,104.434473315644,103.356987738212,103.71206821259301,103.70798682783,103.70798682783,103.71614959735601,234996065.0,,1.0,0.8162769526,103.659010210674
34,6179710,2011-06-20,103.356987738212,104.458961624222,103.324336660108,104.258973770835,104.23856684702,104.254892386072,104.263055155598,159478911.0,,1.0,0.8162769526,103.76512621451201
35,6179710,2011-06-21,104.77730963573602,105.87112075222,104.2822376639841,105.662970129307,105.66705151407,105.658888744544,105.66705151407,193157234.0,,1.0,0.8162769526,105.43849396734198
36,6179710,2011-06-22,105.34054073303001,105.960911217006,104.965053334834,105.02627410627899,105.03035549104199,105.02219272151599,105.03035549104199,176886453.0,,1.0,0.8162769526,105.601749357862
37,6179710,2011-06-23,103.797777292616,105.00268370234886,103.005988648594,104.740577172869,104.72914929553261,104.736495788106,104.744658557632,334286827.0,,1.0,0.8162769526,103.56105697636201
38,6179710,2011-06-24,104.703844710002,104.785472405262,103.356987738212,103.50799897444301,103.512080359206,103.50391758968,103.512080359206,226129358.0,,1.0,0.8162769526,103.61819636304399
39,6179710,2011-06-27,103.577382515414,104.834449022418,103.373313277264,104.44671746993299,104.434473315644,104.44263608517001,104.45079885469599,168908174.0,,1.0,0.8162769526,104.28754346417601
40,6179710,2011-06-28,104.85077456146999,105.813981365538,104.703844710002,105.793574441723,105.79765582648601,105.78949305696,105.79765582648601,165556257.0,,1.0,0.8162769526,105.43849396734198
41,6179710,2011-06-29,106.27925922851999,106.87514140391801,105.81569554713846,106.72413016768701,106.703723243872,106.72004878292401,106.72821155245,244295405.0,,1.0,0.8162769526,106.31191030662401
42,6179710,2011-06-30,107.046559563964,107.89548759466801,106.69147908958301,107.719988049859,107.724069434622,107.715906665096,107.724069434622,223496512.0,,1.0,0.8162769526,107.430209731686
43,6179710,2011-07-01,107.822022668934,109.46273934365999,107.568976813628,109.303565337903,109.31580949219199,109.29948395314,109.307646722666,202385636.0,,1.0,0.8162769526,108.981135941626
44,6179710,2011-07-05,109.201530718828,109.44641380460801,108.88318270731399,109.197449334065,109.226019027406,109.19336794930202,109.201530718828,165935968.0,,1.0,0.8162769526,109.16071687119799
45,6179710,2011-07-06,108.964810402574,109.49539042176399,108.65462516058601,109.352541955059,109.356623339822,109.34846057029601,109.356623339822,143332679.0,,1.0,0.8162769526,108.997461480678
46,6179710,2011-07-07,110.327992913416,110.76878246781999,110.099435366688,110.519817997277,110.491248303936,110.51573661251399,110.52389938204,170464164.0,,1.0,0.8162769526,110.213714140052
47,6179710,2011-07-08,109.24234456645802,110.48781994073506,108.88318270731399,109.715785198966,109.70762242944001,109.715785198966,109.715785198966,194171492.0,,1.0,0.8162769526,109.59334365607599
48,6179710,2011-07-11,108.36076545765,108.711764547268,107.471023579316,107.73631358891102,107.724069434622,107.73223220414799,107.74039497367401,195918544.0,,1.0,0.8162769526,108.06690575471399
49,6179710,2011-07-12,107.495511887894,108.385253766228,107.22614049353601,107.262872956403,107.25879157164,107.25879157164,107.266954341166,214675640.0,,1.0,0.8162769526,107.577139583154
50,6179710,2011-07-13,107.822022668934,108.744415625372,107.3559285289994,107.622034815547,107.617953430784,107.617953430784,107.62611620031,204062545.0,,1.0,0.8162769526,107.903650364194
51,6179710,2011-07-14,107.88732482514199,108.385253766228,106.67107216576801,106.887385558207,106.87514140391801,106.883304173444,106.89146694296998,226111747.0,,1.0,0.8162769526,107.250628802114
52,6179710,2011-07-15,107.471023579316,107.642441739362,106.74453709150201,107.515918811709,107.495511887894,107.511837426946,107.520000196472,220124620.0,,1.0,0.8162769526,107.09553618112
53,6179710,2011-07-18,106.99758294680801,107.160838337328,105.813981365538,106.60985139432299,106.61393277908601,106.60577000955999,106.61393277908601,196872076.0,,1.0,0.8162769526,106.40986354093602
54,6179710,2011-07-19,107.209814954484,108.475044231014,107.185326645906,108.340358533835,108.34443991859798,108.336277149072,108.34443991859798,166554896.0,,1.0,0.8162769526,107.76488328225201
55,6179710,2011-07-20,108.621974082482,108.68727623869,108.09139406329199,108.283219147153,108.27913776239001,108.27913776239001,108.287300531916,137145310.0,,1.0,0.8162769526,108.48320700054
56,6179710,2011-07-21,108.89134547684,110.050458749532,108.29489190757518,109.785168739937,109.78108735517401,109.78108735517401,109.7892501247,245270290.0,,1.0,0.8162769526,109.62599473418001
57,6179710,2011-07-22,109.80557566375201,109.968831054272,109.18520517977599,109.850470896145,109.85455228090801,109.846389511382,109.85455228090801,126019327.0,,1.0,0.8162769526,109.560692577972
58,6179710,2011-07-25,108.80971778158,109.78108735517401,108.695439008216,109.24642595122101,109.24234456645802,109.24234456645802,109.250507335984,136653703.0,,1.0,0.8162769526,109.17704241025
59,6179710,2011-07-26,109.168879640724,109.34846057029601,108.589323004378,108.830124705395,108.834206090158,108.826043320632,108.834206090158,131278113.0,,1.0,0.8162769526,108.858694398736
60,6179710,2011-07-27,108.230161145234,108.262812223338,106.46700292761801,106.61801416384901,106.60577000955999,106.61393277908601,106.62209554861201,249020022.0,,1.0,0.8162769526,107.087373411594
61,6179710,2011-07-28,106.60577000955999,107.560814044102,106.12416660752599,106.291503382809,106.295584767572,106.287421998046,106.295584767572,207939900.0,,1.0,0.8162769526,106.777188169606
62,6179710,2011-07-29,105.22626195966599,106.56495616193001,104.45626791027843,105.556854125469,105.56909827975801,105.552772740706,105.560935510232,307042469.0,,1.0,0.8162769526,105.618074896914
63,6179710,2011-08-01,106.801676478184,106.89962971249601,104.099799765078,105.12830872535399,105.12014595582801,105.12830872535399,105.12830872535399,325790824.0,,1.0,0.8162769526,104.916076717678
64,6179710,2011-08-02,104.328357311806,104.8915884091,102.434594781774,102.446838936063,102.434594781774,102.4427575513,102.450920320826,346653757.0,,1.0,0.8162769526,103.267197273426
65,6179710,2011-08-03,102.573361863716,103.103941882906,100.83469195467801,103.018232802883,102.98966310954201,103.01415141812001,103.02231418764599,371029415.0,,1.0,0.8162769526,101.74892214159
66,6179710,2011-08-04,101.56117844249201,101.724433833012,98.002210929156,98.120571087283,98.165466319676,98.11648970252,98.124652472046,520721783.0,,1.0,0.8162769526,100.16534485354599
67,6179710,2011-08-05,99.389881748576,99.642927603882,95.390124680836,97.97364123581501,98.018536468208,97.969559851052,97.977722620578,655561584.0,,1.0,0.8162769526,98.03486200725999
68,6179710,2011-08-08,95.430938528466,98.05265684482667,91.43934423025199,91.635250698876,91.635250698876,91.635250698876,91.635250698876,702263849.0,,1.0,0.8162769526,94.49222003297601
69,6179710,2011-08-09,93.112711983082,96.026820703864,90.01085956320199,95.888053621922,95.89621639144801,95.888053621922,95.888053621922,717828611.0,,1.0,0.8162769526,93.34126952980999
70,6179710,2011-08-10,94.084081556676,94.916684048328,91.38220484357001,91.631169314113,91.65973900745401,91.62708792935,91.635250698876,662607378.0,,1.0,0.8162769526,93.733082467058
71,6179710,2011-08-11,92.451527651476,97.071655203192,91.6817784851742,95.76969346379501,95.773774848558,95.773774848558,95.765612079032,487979673.0,,1.0,0.8162769526,94.81873081401599
72,6179710,2011-08-12,96.64719118784001,97.312456904209,95.732961000928,96.44720333445301,96.41863364111201,96.44312194969001,96.45128471921599,313731600.0,,1.0,0.8162769526,96.826772117412
73,6179710,2011-08-15,97.292049980394,98.55727925692399,97.1369573594,98.49605848547901,98.459326022612,98.491977100716,98.500139870242,258810580.0,,1.0,0.8162769526,98.02669923773401
74,6179710,2011-08-16,97.520607527122,98.516465409294,96.573726262106,97.598153837619,97.618560761434,97.594072452856,97.60223522238199,294095199.0,,1.0,0.8162769526,97.91242046437
75,6179710,2011-08-17,98.15730355015,98.93276665512,96.908399812672,97.687944302405,97.683862917642,97.683862917642,97.69202568716801,238201070.0,,1.0,0.8162769526,98.01037369868199
76,6179710,2011-08-18,95.0962649779,97.7197791035564,92.557643655314,93.524931844145,93.471873842226,93.52085045938199,93.529013228908,512956218.0,,1.0,0.8162769526,94.459568954872
77,6179710,2011-08-19,92.206644565696,94.590173267288,91.8311571675,91.998493942783,91.945435940864,91.99441255802,92.002575327546,428281241.0,,1.0,0.8162769526,93.431059994596
78,6179710,2011-08-22,94.010616630942,94.059593248098,91.757692241766,92.05563332946501,92.018900866598,92.051551944702,92.05971471422801,275090591.0,,1.0,0.8162769526,92.85150335825
79,6179710,2011-08-23,92.36173718669001,95.1505473952479,91.896459323708,95.07585805408499,95.04728836074399,95.071776669322,95.079939438848,331136599.0,,1.0,0.8162769526,93.880012318526
80,6179710,2011-08-24,94.843219122594,96.516586875424,94.622824345392,96.390063947771,96.385982563008,96.385982563008,96.39414533253401,246869675.0,,1.0,0.8162769526,95.643170536142
81,6179710,2011-08-25,96.916562582198,97.46346814044,94.582010497762,94.94933512643199,94.916684048328,94.94117235690601,94.957497895958,312365337.0,,1.0,0.8162769526,95.69214715329801
82,6179710,2011-08-26,94.435080646294,96.736981652626,92.93313105351,96.292110713459,96.296192098222,96.288029328696,96.296192098222,314495833.0,,1.0,0.8162769526,95.406450219888
83,6179710,2011-08-29,97.594072452856,99.12051035421801,96.36712656540294,99.051126813247,99.063370967536,99.047045428484,99.05520819800999,190977185.0,,1.0,0.8162769526,98.377698327352
84,6179710,2011-08-30,98.63074418265799,99.936787306818,97.34918936707601,99.279684359975,99.32457959236801,99.27560297521201,99.28376574473799,241315666.0,,1.0,0.8162769526,99.193975279952
85,6179710,2011-08-31,99.96127561539599,100.818366415626,99.01439435038,99.793938840113,99.765369146772,99.78985745535,99.798020224876,301828304.0,,1.0,0.8162769526,100.100042697338
86,6179710,2011-09-01,99.822508533454,100.72857595084001,98.589930335028,98.716453262681,98.720534647444,98.712371877918,98.720534647444,254585844.0,,1.0,0.8162769526,99.846996842032
87,6179710,2011-09-02,96.663516726892,98.66551758083877,95.855402543818,96.169669170569,96.19823886390999,96.165587785806,96.17375055533199,255517200.0,,1.0,0.8162769526,96.941050890776
88,6179710,2011-09-06,93.373920607914,95.635007766616,93.36575783838799,95.524810378015,95.49624068467399,95.52072899325199,95.528891762778,285142737.0,,1.0,0.8162769526,94.64731265397
89,6179710,2011-09-07,96.941050890776,98.230768475884,96.614540109736,98.185873243491,98.189954628254,98.181791858728,98.189954628254,209803113.0,,1.0,0.8162769526,97.594072452856
90,6179710,2011-09-08,97.60223522238199,98.720534647444,96.949213660302,97.165527052741,97.16960843750401,97.161445667978,97.16960843750401,250568194.0,,1.0,0.8162769526,97.985885390104
91,6179710,2011-09-09,96.059471781968,97.1834851456982,94.100407095728,94.602417421577,94.622824345392,94.598336036814,94.60649880634,380195064.0,,1.0,0.8162769526,95.512566223726
92,6179710,2011-09-12,93.439222764122,95.308496985576,93.09638644403,95.263601753183,95.235032059842,95.25952036842,95.267683137946,305793438.0,,1.0,0.8162769526,94.31263910340401
93,6179710,2011-09-13,95.54521730183,96.46761025826801,94.867707431172,96.104367014361,96.108448399124,96.100285629598,96.108448399124,272514654.0,,1.0,0.8162769526,95.781937618084
94,6179710,2011-09-14,96.59821457068401,98.60625587407999,95.275845907472,97.434898447099,97.438979831862,97.430817062336,97.438979831862,319389428.0,,1.0,0.8162769526,97.234910593712
95,6179710,2011-09-15,98.48381433119,99.153161432322,97.46624348207884,99.124591738981,99.12051035421801,99.12051035421801,99.128673123744,326777105.0,,1.0,0.8162769526,98.638906952184
96,6179710,2011-09-16,99.518411705895,100.076351519235,98.72252697216,99.7112291413875,99.7079471424855,99.70712664276,99.715331640015,284528213.0,,1.0,0.8204997255,99.72353663727
97,6179710,2011-09-19,98.074332189015,99.223031804715,97.40972741136,98.7184244735325,98.714321974905,98.714321974905,98.72252697216,241516921.0,,1.0,0.8204997255,98.517402040785
98,6179710,2011-09-20,99.13277683490999,100.09276151374499,98.468172057255,98.6035545119625,98.599452013335,98.599452013335,98.60765701059,218932124.0,,1.0,0.8204997255,99.54302669766
99,6179710,2011-09-21,98.64868199686501,98.9522668953,95.53898803722,95.5923205193775,95.694882985065,95.58821802075,95.596423018005,316251215.0,,1.0,0.8204997255,97.844592265875
100,6179710,2011-09-22,92.921593912875,93.709273649355,91.32161944815,92.63852150757751,92.60159901993,92.63441900895,92.642624006205,513920097.0,,1.0,0.8204997255,93.085693857975
101,6179710,2011-09-23,91.986224225805,93.66824866307999,91.91237925051,93.0815913593475,93.15953883327,93.07748886072,93.085693857975,307242488.0,,1.0,0.8204997255,93.32363877837
102,6179710,2011-09-26,94.037473539555,95.50616804820001,92.70005898699,95.3543755989825,95.37488809212,95.350273100355,95.35847809761,260673617.0,,1.0,0.8204997255,94.07029352857501
103,6179710,2011-09-27,97.253832463515,98.09894718078,95.86718792742,96.4456402338975,96.44153773527,96.44153773527,96.449742732525,311753819.0,,1.0,0.8204997255,97.29485744979
104,6179710,2011-09-28,96.63845766939001,97.221012474495,94.332853440735,94.45182590093249,94.4764408926975,94.447723402305,94.45592839956001,286696748.0,,1.0,0.8204997255,95.88359792193
105,6179710,2011-09-29,96.039492869775,96.51538271056499,93.47953372621501,95.1902756538825,95.218993144275,95.186173155255,95.19437815251,298108816.0,,1.0,0.8204997255,95.29283811957
106,6179710,2011-09-30,93.906193583475,94.726693308975,92.77390396228499,92.8354414416975,92.839543940325,92.83133894307,92.839543940325,288685511.0,,1.0,0.8204997255,93.96362856425999
107,6179710,2011-10-03,92.298014121495,93.49594372072501,90.099074857155,90.1524073393125,90.19753482421501,90.148304840685,90.15650983793999,365136777.0,,1.0,0.8204997255,91.27238946461999
108,6179710,2011-10-04,88.901145257925,92.37185909679,88.146285510465,92.1626316667875,92.17493916267,92.15852916816,92.166734165415,459177456.0,,1.0,0.8204997255,89.7626699697
109,6179710,2011-10-05,92.40467908581,94.12772850936,91.55135937129,93.9185010793575,93.88157859171,93.91439858073,93.922603577985,284107995.0,,1.0,0.8204997255,93.233383808565
110,6179710,2011-10-06,93.83234860818,95.71949797683,93.134923841505,95.5923205193775,95.580013023495,95.58821802075,95.596423018005,257800742.0,,1.0,0.8204997255,94.726693308975
111,6179710,2011-10-07,96.137952836835,96.1994903162475,94.40669841603,94.9195107444675,94.94002323760499,94.91540824584001,94.923613243095,312657900.0,,1.0,0.8204997255,95.530783039965
112,6179710,2011-10-10,96.55640769684001,98.15638216156499,96.548202699585,98.11945967391749,98.11535717529,98.11535717529,98.12356217254501,230666207.0,,1.0,0.8204997255,97.42613740587
113,6179710,2011-10-11,97.53280237018501,98.49278704902001,97.434342403125,98.1686896574475,98.21381714235,98.16458715882,98.172792156075,209087953.0,,1.0,0.8204997255,98.271252123135
114,6179710,2011-10-12,98.9522668953,100.21583647257,98.730731969415,99.0466243637325,99.075341854125,99.042521865105,99.05072686236,281544827.0,,1.0,0.8204997255,99.69071664825
115,6179710,2011-10-13,98.49278704902001,99.17380182118501,97.73792730156,98.85380692824,98.87842192000501,98.845601930985,98.862011925495,212538802.0,,1.0,0.8204997255,98.58304201882501
116,6179710,2011-10-14,100.02712153570499,100.5932663463,99.46918172236501,100.5727538531625,100.56865135453499,100.56865135453499,100.57685635179,211397567.0,,1.0,0.8204997255,100.15019649453001
117,6179710,2011-10-17,100.09276151374499,100.5515849602446,98.402532079215,98.6281695037275,98.64868199686501,98.6240670051,98.632272002355,202311559.0,,1.0,0.8204997255,99.47738671962
118,6179710,2011-10-18,98.57483702157,101.33171609925,97.8035672796,100.5727538531625,100.57685635179,100.56865135453499,100.57685635179,318857857.0,,1.0,0.8204997255,99.846611596095
119,6179710,2011-10-19,100.41275640669,100.98710621453999,99.042521865105,99.3830292511875,99.387131749815,99.37892675256,99.387131749815,226601263.0,,1.0,0.8204997255,100.34711642865
120,6179710,2011-10-20,99.633281667465,100.18301648354999,98.31227710940999,99.7932791139375,99.82199660433,99.78917661531,99.79738161256499,262075598.0,,1.0,0.8204997255,99.64148666471999
121,6179710,2011-10-21,100.995311211795,101.84042592906,100.69172631336,101.6968384770975,101.717350970235,101.69273597847,101.700940975725,278999360.0,,1.0,0.8204997255,101.05274619258
122,6179710,2011-10-24,101.881450915335,103.2188654679,101.79119594553,102.9850230461325,102.964510552995,102.98092054750501,102.98912554476,203215563.0,,1.0,0.8204997255,102.455800723185
123,6179710,2011-10-25,102.472210717695,102.521440701225,100.74095629689,100.9665937214025,100.9616707230495,100.962491222775,100.97069622003,268596749.0,,1.0,0.8204997255,101.51222603885999
124,6179710,2011-10-26,102.029140865925,102.373750750635,100.273271453355,101.996320876905,101.98811587965,101.996320876905,101.996320876905,289053783.0,,1.0,0.8204997255,101.241461129445
125,6179710,2011-10-27,104.720379965565,106.18907447420999,102.00345922451686,105.51216220067249,105.540879691065,105.508059702045,105.5162646993,390025688.0,,1.0,0.8204997255,104.46602505066
126,6179710,2011-10-28,105.023964864,105.72138963067499,104.8598649189,105.5203671979275,105.5162646993,105.5162646993,105.52446969655502,225906497.0,,1.0,0.8204997255,105.37677974596501
127,6179710,2011-10-31,104.33474509458,105.53587464273944,102.82502559966,102.866050585935,102.97271555025,102.866050585935,102.866050585935,228146632.0,,1.0,0.8204997255,103.73578029496501
128,6179710,2011-11-01,100.125581502765,101.33992109650501,99.70712664276,100.1132740068825,100.10260751045101,100.109171508255,100.11737650551,416565738.0,,1.0,0.8204997255,100.74916129414501
129,6179710,2011-11-02,101.602481008665,102.0701658522,100.74957154400775,101.7296584661175,101.733760964745,101.72555596749001,101.733760964745,245529375.0,,1.0,0.8204997255,101.208641140425
130,6179710,2011-11-03,102.78400061338499,103.79321527575,101.4096635731725,103.6003978402575,103.588090344375,103.59629534163001,103.604500338885,291174800.0,,1.0,0.8204997255,102.46400572044
131,6179710,2011-11-04,102.751180624365,103.13681549535,101.750170959255,102.9522030571125,102.95712605546551,102.948100558485,102.95630555574,249401512.0,,1.0,0.8204997255,102.44759572593
132,6179710,2011-11-07,102.882460580445,103.702960305945,101.9060659071,103.6086028375125,103.59629534163001,103.604500338885,103.61270533614,196617175.0,,1.0,0.8204997255,102.59528567652
133,6179710,2011-11-08,104.13782516046,105.04037485851,103.145020492605,104.9131974010575,104.92550489694,104.90909490243,104.917299899685,224426217.0,,1.0,0.8204997255,103.84244525928
134,6179710,2011-11-09,102.472210717695,103.2188654679,100.80659627493,101.0568486912075,101.0535666923055,101.05274619258,101.060951189835,337981970.0,,1.0,0.8204997255,101.782990948275
135,6179710,2011-11-10,102.39016074514501,102.51323570397,100.93787623101,101.9511933920025,102.00452587416,101.947090893375,101.95529589063,231866470.0,,1.0,0.8204997255,101.586071014155
136,6179710,2011-11-11,103.243480459665,104.195260141245,103.21066047064501,103.9450077249675,103.92449523183,103.94090522634,103.949110223595,189924327.0,,1.0,0.8204997255,103.423990399275
137,6179710,2011-11-14,103.53886036084499,104.57269001497501,102.49682570946,102.9522030571125,102.93989556122999,102.948100558485,102.95630555574,159258229.0,,1.0,0.8204997255,103.03835552829
138,6179710,2011-11-15,102.70195064083501,103.998340207125,102.33272576435999,103.4773228814325,103.4510668902165,103.473220382805,103.48142538006,184709388.0,,1.0,0.8204997255,102.964510552995
139,6179710,2011-11-16,102.406570739655,103.66193531967001,101.65991598945,101.8199134359225,101.80760594004,101.815810937295,101.82401593454999,235782466.0,,1.0,0.8204997255,102.505030706715
140,6179710,2011-11-17,101.618891003175,101.87324591808,99.46918172236501,100.21583647257,100.18711898217751,100.21583647257,100.21583647257,331219799.0,,1.0,0.8204997255,100.781981283165
141,6179710,2011-11-18,100.51121637375,100.716341305125,99.666101656485,100.0886590151175,100.0837360167645,100.08455651649,100.09276151374499,215580353.0,,1.0,0.8204997255,100.41275640669
142,6179710,2011-11-21,98.6240670051,98.74714196392499,97.352292430575,98.172792156075,98.1818176530555,98.172792156075,98.172792156075,229611599.0,,1.0,0.8204997255,98.32868710392
143,6179710,2011-11-22,97.96766722470001,98.54201703254999,97.24562746626,97.778952287835,97.795362282345,97.77074729057999,97.78715728509,216494841.0,,1.0,0.8204997255,98.090742183525
144,6179710,2011-11-23,96.87640258978499,97.795362282345,95.63744800428,95.6825754891825,95.63744800428,95.6702679933,95.694882985065,224531653.0,,1.0,0.8204997255,96.252822798405
145,6179710,2011-11-25,95.48975805369,96.57281769135,95.3420681031,95.4528355660425,95.45693806467,95.44873306741499,95.45693806467,99556980.0,,1.0,0.8204997255,95.93282790546
146,6179710,2011-11-28,98.08253718627,98.60765701059,97.49177738390999,98.2261246382325,98.22202213960499,98.22202213960499,98.23022713686,210686012.0,,1.0,0.8204997255,98.139972167055
147,6179710,2011-11-29,98.500992046275,99.2804667855,98.139972167055,98.4804795531375,98.500992046275,98.47637705451,98.484582051765,199241491.0,,1.0,0.8204997255,98.862011925495
148,6179710,2011-11-30,101.323511101995,102.74297562711,98.45758761079605,102.6322081641675,102.554260690245,102.62810566554,102.636310662795,324439457.0,,1.0,0.8204997255,101.504021041605
149,6179710,2011-12-01,102.439390728675,103.08758551182,102.09478084396501,102.5337481971075,102.537850695735,102.52964569848,102.537850695735,176954756.0,,1.0,0.8204997255,102.34913575886999
150,6179710,2011-12-02,103.48142538006,103.79321527575,102.38195574789,102.4270832327925,102.44759572593,102.422980734165,102.43118573142,221109692.0,,1.0,0.8204997255,102.8906655777
151,6179710,2011-12-05,104.07218518242,104.35115508909,102.92348556672,103.55527035535499,103.56347535261,103.5470653581,103.56347535261,225263845.0,,1.0,0.8204997255,103.41578540202
152,6179710,2011-12-06,103.55527035535499,104.293720108305,103.18604547888,103.63321782927751,103.59629534163001,103.62911533065,103.637320327905,178842040.0,,1.0,0.8204997255,103.53886036084499
153,6179710,2011-12-07,103.25168545692,104.41679506713001,102.537850695735,103.9203927332025,103.981930212615,103.916290234575,103.92449523183,237802476.0,,1.0,0.8204997255,103.259890454175
